Date,NewCases,"Osoby z wynikiem neg. przy ponownym tescie, osoby zdublowane, osoby błędnie zaraportowane",Przyrost % nowych przypadków (od sumy potwerdzonych przypadków),Zmiana tygodniowa nowo wykrywanych przypadków w %,Przyrost % nowych przypadków (od aktywnych przypadków),Zmiana % liczby aktywnych przypadków (od aktywnych przypadków),Nowe zgony,Nowe wyzdrowienia,Zmiana liczby nieaktywnych przypadków,Zmiana liczby aktywnych przypadków,ActiveCases,Suma zgonów,Suma wyzdrowień,Liczba nieaktywnych przypadków,Liczba aktywnych przypadków,,% zgonów w przypadkach nieaktywnych,% wyzdrowień w przypadkach nieaktywnych,,% zgonów,% wyzdrowień,% nieaktywnych przypadków,% aktywnych przypadków
27.10,8361,0,"0,28%","50,40%","3,90%","3,62%",133,464,597,7764,2989594,76596,2690582,2767178,222416,,"2,77%","97,23%",,"2,56%","90,00%","92,56%","7,44%"
28.10,8378,0,"0,28%","49,82%","3,77%","2,47%",101,2791,2892,5486,2997972,76697,2693373,2770070,227902,,"2,77%","97,23%",,"2,56%","89,84%","92,40%","7,60%"
29.10,9387,0,"0,31%","64,51%","4,12%","2,24%",102,4171,4273,5114,3007359,76799,2697544,2774343,233016,,"2,77%","97,23%",,"2,55%","89,70%","92,25%","7,75%"
30.10,9798,0,"0,33%","56,17%","4,20%","2,23%",115,4496,4611,5187,3017157,76914,2702040,2778954,238203,,"2,77%","97,23%",,"2,55%","89,56%","92,11%","7,89%"
31.10,7145,0,"0,24%","51,12%","3,00%","0,93%",9,4928,4937,2208,3024302,76923,2706968,2783891,240411,,"2,76%","97,24%",,"2,54%","89,51%","92,05%","7,95%"
01.11,4894,0,"0,16%","65,90%","2,04%","-0,48%",13,6034,6047,-1 153,3029196,76936,2713002,2789938,239258,,"2,76%","97,24%",,"2,54%","89,56%","92,10%","7,90%"
02.11,4514,0,"0,15%","-27,95%","1,89%","0,19%",9,4050,4059,455,3033710,76945,2717052,2793997,239713,,"2,75%","97,25%",,"2,54%","89,56%","92,10%","7,90%"
03.11,10429,0,"0,34%","24,73%","4,35%","3,71%",124,1400,1524,8905,3044139,77069,2718452,2795521,248618,,"2,76%","97,24%",,"2,53%","89,30%","91,83%","8,17%"
04.11,15515,0,"0,51%","85,19%","6,24%","4,32%",250,4532,4782,10733,3059654,77319,2722984,2800303,259351,,"2,76%","97,24%",,"2,53%","89,00%","91,52%","8,48%"
05.11,15904,0,"0,52%","69,43%","6,13%","3,57%",152,6503,6655,9249,3075558,77471,2729487,2806958,268600,,"2,76%","97,24%",,"2,52%","88,75%","91,27%","8,73%"
06.11,15190,0,"0,49%","55,03%","5,66%","3,05%",186,6805,6991,8199,3090748,77657,2736292,2813949,276799,,"2,76%","97,24%",,"2,51%","88,53%","91,04%","8,96%"
07.11,12493,0,"0,40%","74,85%","4,51%","1,61%",24,8023,8047,4446,3103241,77681,2744315,2821996,281245,,"2,75%","97,25%",,"2,50%","88,43%","90,94%","9,06%"
08.11,7316,0,"0,24%","49,49%","2,60%","-0,60%",3,9010,9013,-1 697,3110557,77684,2753325,2831009,279548,,"2,74%","97,26%",,"2,50%","88,52%","91,01%","8,99%"
09.11,13644,0,"0,44%","202,26%","4,88%","2,97%",220,5133,5353,8291,3124201,77904,2758458,2836362,287839,,"2,75%","97,25%",,"2,49%","88,29%","90,79%","9,21%"
10.11,18550,0,"0,59%","77,87%","6,44%","5,40%",269,2736,3005,15545,3142751,78173,2761194,2839367,303384,,"2,75%","97,25%",,"2,49%","87,86%","90,35%","9,65%"
11.11,19074,0,"0,61%","22,94%","6,29%","5,16%",274,3157,3431,15643,3161825,78447,2764351,2842798,319027,,"2,76%","97,24%",,"2,48%","87,43%","89,91%","10,09%"
12.11,12965,0,"0,41%","-18,48%","4,06%","0,97%",31,9828,9859,3106,3174790,78478,2774179,2852657,322133,,"2,75%","97,25%",,"2,47%","87,38%","89,85%","10,15%"
13.11,14292,0,"0,45%","-5,91%","4,44%","0,06%",266,13824,14090,202,3189082,78744,2788003,2866747,322335,,"2,75%","97,25%",,"2,47%","87,42%","89,89%","10,11%"
14.11,14442,0,"0,45%","15,60%","4,48%","-0,07%",46,14613,14659,-217,3203524,78790,2802616,2881406,322118,,"2,73%","97,27%",,"2,46%","87,49%","89,94%","10,06%"
15.11,9512,0,"0,30%","30,02%","2,95%","-1,58%",12,14590,14602,-5 090,3213036,78802,2817206,2896008,317028,,"2,72%","97,28%",,"2,45%","87,68%","90,13%","9,87%"
16.11,16590,0,"0,52%","21,59%","5,23%","2,05%",282,9821,10103,6487,3229626,79084,2827027,2906111,323515,,"2,72%","97,28%",,"2,45%","87,53%","89,98%","10,02%"
17.11,24239,0,"0,75%","30,67%","7,49%","5,84%",463,4876,5339,18900,3253865,79547,2831903,2911450,342415,,"2,73%","97,27%",,"2,44%","87,03%","89,48%","10,52%"
18.11,24882,0,"0,76%","30,45%","7,27%","3,84%",370,11367,11737,13145,3278747,79917,2843270,2923187,355560,,"2,73%","97,27%",,"2,44%","86,72%","89,16%","10,84%"
19.11,23242,0,"0,71%","79,27%","6,54%","2,01%",403,15702,16105,7137,3301989,80320,2858972,2939292,362697,,"2,73%","97,27%",,"2,43%","86,58%","89,02%","10,98%"
20.11,23414,0,"0,71%","63,83%","6,46%","1,64%",382,17070,17452,5962,3325403,80702,2876042,2956744,368659,,"2,73%","97,27%",,"2,43%","86,49%","88,91%","11,09%"
21.11,18883,0,"0,57%","30,75%","5,12%","1,91%",41,11805,11846,7037,3344286,80743,2887847,2968590,375696,,"2,72%","97,28%",,"2,41%","86,35%","88,77%","11,23%"
22.11,12334,0,"0,37%","29,67%","3,28%","-0,43%",8,13953,13961,-1 627,3356620,80751,2901800,2982551,374069,,"2,71%","97,29%",,"2,41%","86,45%","88,86%","11,14%"
23.11,19936,0,"0,59%","20,17%","5,33%","2,14%",398,11520,11918,8018,3376556,81149,2913320,2994469,382087,,"2,71%","97,29%",,"2,40%","86,28%","88,68%","11,32%"
24.11,28380,0,"0,84%","17,08%","7,43%","5,67%",460,6258,6718,21662,3404936,81609,2919578,3001187,403749,,"2,72%","97,28%",,"2,40%","85,75%","88,14%","11,86%"
25.11,28128,22045,"0,83%","13,05%","6,97%","3,26%",497,14449,14946,13182,3433064,82106,2934027,3016133,416931,,"2,72%","97,28%",,"2,39%","85,46%","87,86%","12,14%"
26.11,26735,22544,"0,78%","15,03%","6,41%","1,17%",421,21451,21872,4863,3459799,82527,2955478,3038005,421794,,"2,72%","97,28%",,"2,39%","85,42%","87,81%","12,19%"
27.11,26182,22940,"0,76%","11,82%","6,21%","0,75%",378,22630,23008,3174,3485981,82905,2978108,3061013,424968,,"2,71%","97,29%",,"2,38%","85,43%","87,81%","12,19%"
28.11,20576,23182,"0,59%","8,97%","4,84%","-0,40%",51,22204,22255,-1 679,3506557,82956,3000312,3083268,423289,,"2,69%","97,31%",,"2,37%","85,56%","87,93%","12,07%"
29.11,13115,23293,"0,37%","6,33%","3,10%","-2,21%",18,22459,22477,-9 362,3519672,82974,3022771,3105745,413927,,"2,67%","97,33%",,"2,36%","85,88%","88,24%","11,76%"
30.11,19074,23170,"0,54%","-4,32%","4,61%","0,72%",526,15580,16106,2968,3538746,83500,3038351,3121851,416895,,"2,67%","97,33%",,"2,36%","85,86%","88,22%","11,78%"
01.12,29064,23268,"0,82%","2,41%","6,97%","4,39%",570,10177,10747,18317,3567810,84070,3048528,3132598,435212,,"2,68%","97,32%",,"2,36%","85,45%","87,80%","12,20%"
02.12,27356,23157,"0,77%","-2,74%","6,29%","2,11%",502,17690,18192,9164,3595166,84572,3066218,3150790,444376,,"2,68%","97,32%",,"2,35%","85,29%","87,64%","12,36%"
03.12,26965,23190,"0,75%","0,86%","6,07%","0,33%",470,25041,25511,1454,3622131,85042,3091259,3176301,445830,,"2,68%","97,32%",,"2,35%","85,34%","87,69%","12,31%"
04.12,25576,23104,"0,71%","-2,31%","5,74%","-0,12%",502,25616,26118,-542,3647707,85544,3116875,3202419,445288,,"2,67%","97,33%",,"2,35%","85,45%","87,79%","12,21%"
05.12,22389,23363,"0,61%","8,81%","5,03%","-0,68%",45,25390,25435,-3 046,3670096,85589,3142265,3227854,442242,,"2,65%","97,35%",,"2,33%","85,62%","87,95%","12,05%"
06.12,13250,23382,"0,36%","1,03%","3,00%","-2,77%",25,25489,25514,-12 264,3683346,85614,3167754,3253368,429978,,"2,63%","97,37%",,"2,32%","86,00%","88,33%","11,67%"
07.12,19366,23424,"0,53%","1,53%","4,50%","0,45%",504,16922,17426,1 940,3702712,86118,3184676,3270794,431918,,"2,63%","97,37%",,"2,33%","86,01%","88,34%","11,66%"
08.12,28542,23349,"0,77%","-1,80%","6,61%","4,14%",592,10055,10647,17895,3731254,86710,3194731,3281441,449813,,"2,64%","97,36%",,"2,32%","85,62%","87,94%","12,06%"
09.12,27458,23364,"0,74%","0,37%","6,10%","2,24%",562,16827,17389,10069,3758712,87272,3211558,3298830,459882,,"2,65%","97,35%",,"2,32%","85,44%","87,76%","12,24%"
10.12,24991,23082,"0,66%","-7,32%","5,43%","-0,23%",571,25459,26030,-1 039,3783703,87843,3237017,3324860,458843,,"2,64%","97,36%",,"2,32%","85,55%","87,87%","12,13%"
11.12,23764,22823,"0,63%","-7,08%","5,18%","-0,71%",486,26546,27032,-3 268,3807467,88329,3263563,3351892,455575,,"2,64%","97,36%",,"2,32%","85,71%","88,03%","11,97%"
12.12,19452,22403,"0,51%","-13,12%","4,27%","-1,35%",65,25554,25619,-6 167,3826919,88394,3289117,3377511,449408,,"2,62%","97,38%",,"2,31%","85,95%","88,26%","11,74%"
13.12,11379,22136,"0,30%","-14,12%","2,53%","-3,07%",29,25126,25155,-13 776,3838298,88423,3314243,3402666,435632,,"2,60%","97,40%",,"2,30%","86,35%","88,65%","11,35%"
14.12,17460,406,"0,45%","-9,84%","4,01%","-0,49%",537,19070,19607,-2 147,3855758,88960,3333313,3422273,433485,,"2,60%","97,40%",,"2,31%","86,45%","88,76%","11,24%"
15.12,24266,0,"0,63%","-14,98%","5,60%","2,93%",669,10909,11578,12688,3880024,89629,3344222,3433851,446173,,"2,61%","97,39%",,"2,31%","86,19%","88,50%","11,50%"
16.12,22097,0,"0,57%","-19,52%","4,95%","0,94%",592,17306,17898,4199,3902121,90221,3361528,3451749,450372,,"2,61%","97,39%",,"2,31%","86,15%","88,46%","11,54%"
17.12,20027,0,"0,51%","-19,86%","4,45%","-1,16%",566,24693,25259,-5 232,3922148,90787,3386221,3477008,445140,,"2,61%","97,39%",,"2,31%","86,34%","88,65%","11,35%"
18.12,19397,0,"0,49%","-18,38%","4,36%","-1,63%",543,26092,26635,-7 238,3941545,91330,3412313,3503643,437902,,"2,61%","97,39%",,"2,32%","86,57%","88,89%","11,11%"
19.12,15976,0,"0,41%","-17,87%","3,65%","-1,77%",70,23670,23740,-7 764,3957521,91400,3435983,3527383,430138,,"2,59%","97,41%",,"2,31%","86,82%","89,13%","10,87%"
20.12,9609,0,"0,24%","-15,55%","2,23%","-3,09%",29,22887,22916,-13 307,3967130,91429,3458870,3550299,416831,,"2,58%","97,42%",,"2,30%","87,19%","89,49%","10,51%"
21.12,13806,0,"0,35%","-20,93%","3,31%","-0,78%",538,16527,17065,-3 259,3980936,91967,3475397,3567364,413572,,"2,58%","97,42%",,"2,31%","87,30%","89,61%","10,39%"
22.12,18021,0,"0,45%","-25,74%","4,36%","2,00%",775,8955,9730,8291,3998957,92742,3484352,3577094,421863,,"2,59%","97,41%",,"2,32%","87,13%","89,45%","10,55%"
23.12,17156,0,"0,43%","-22,36%","4,07%","0,08%",616,16218,16834,322,4016113,93358,3500570,3593928,422185,,"2,60%","97,40%",,"2,32%","87,16%","89,49%","10,51%"
24.12,15392,0,"0,38%","-23,14%","3,65%","-1,76%",596,22246,22842,-7 450,4031505,93954,3522816,3616770,414735,,"2,60%","97,40%",,"2,33%","87,38%","89,71%","10,29%"
25.12,10788,0,"0,27%","-44,38%","2,60%","-2,53%",269,21012,21281,-10 493,4042293,94223,3543828,3638051,404242,,"2,59%","97,41%",,"2,33%","87,67%","90,00%","10,00%"
26.12,6252,0,"0,15%","-60,87%","1,55%","-3,31%",16,19606,19622,-13 370,4048545,94239,3563434,3657673,390872,,"2,58%","97,42%",,"2,33%","88,02%","90,35%","9,65%"
27.12,5029,0,"0,12%","-47,66%","1,29%","-3,55%",38,18862,18900,-13 871,4053574,94277,3582296,3676573,377001,,"2,56%","97,44%",,"2,33%","88,37%","90,70%","9,30%"
28.12,9843,0,"0,24%","-28,70%","2,61%","-1,15%",549,13618,14167,-4 324,4063417,94826,3595914,3690740,372677,,"2,57%","97,43%",,"2,33%","88,49%","90,83%","9,17%"
29.12,15571,0,"0,38%","-13,60%","4,18%","2,14%",794,6788,7582,7989,4078988,95620,3602702,3698322,380666,,"2,59%","97,41%",,"2,34%","88,32%","90,67%","9,33%"
30.12,14325,0,"0,35%","-16,50%","3,76%","0,53%",709,11588,12297,2028,4093313,96329,3614290,3710619,382694,,"2,60%","97,40%",,"2,35%","88,30%","90,65%","9,35%"
31.12,13601,0,"0,33%","-11,64%","3,55%","-0,75%",638,15829,16467,-2 866,4106914,96967,3630119,3727086,379828,,"2,60%","97,40%",,"2,36%","88,39%","90,75%","9,25%"
01.01,12032,0,"0,29%","11,53%","3,17%","-1,07%",505,15573,16078,-4 046,4118946,97472,3645692,3743164,375782,,"2,60%","97,40%",,"2,37%","88,51%","90,88%","9,12%"
02.01,7179,0,"0,17%","14,83%","1,91%","-2,02%",33,14752,14785,-7 606,4126125,97505,3660444,3757949,368176,,"2,59%","97,41%",,"2,36%","88,71%","91,08%","8,92%"
03.01,6422,0,"0,16%","27,70%","1,74%","-0,87%",9,9622,9631,-3 209,4132547,97514,3670066,3767580,364967,,"2,59%","97,41%",,"2,36%","88,81%","91,17%","8,83%"
04.01,11670,0,"0,28%","18,56%","3,20%","2,21%",433,3168,3601,8069,4144217,97947,3673234,3771181,373036,,"2,60%","97,40%",,"2,36%","88,64%","91,00%","9,00%"
05.01,17196,0,"0,41%","10,44%","4,61%","3,87%",632,2125,2757,14439,4161413,98579,3675359,3773938,387475,,"2,61%","97,39%",,"2,37%","88,32%","90,69%","9,31%"
06.01,16576,0,"0,40%","15,71%","4,28%","1,99%",646,8212,8858,7718,4177989,99225,3683571,3782796,395193,,"2,62%","97,38%",,"2,37%","88,17%","90,54%","9,46%"
07.01,11902,0,"0,28%","-12,49%","3,01%","-0,55%",117,13952,14069,-2 167,4189891,99342,3697523,3796865,393026,,"2,62%","97,38%",,"2,37%","88,25%","90,62%","9,38%"
08.01,10900,0,"0,26%","-9,41%","2,77%","-0,49%",292,12542,12834,-1 934,4200791,99634,3710065,3809699,391092,,"2,62%","97,38%",,"2,37%","88,32%","90,69%","9,31%"
09.01,11106,0,"0,26%","54,70%","2,84%","-0,36%",22,12510,12532,-1 426,4211897,99656,3722575,3822231,389666,,"2,61%","97,39%",,"2,37%","88,38%","90,75%","9,25%"
10.01,7785,0,"0,18%","21,22%","2,00%","-1,03%",19,11763,11782,-3 997,4219682,99675,3734338,3834013,385669,,"2,60%","97,40%",,"2,36%","88,50%","90,86%","9,14%"
11.01,11406,0,"0,27%","-2,26%","2,96%","1,93%",493,3459,3952,7454,4231088,100168,3737797,3837965,393123,,"2,61%","97,39%",,"2,37%","88,34%","90,71%","9,29%"
12.01,16173,0,"0,38%","-5,95%","4,11%","2,98%",684,3786,4470,11703,4247261,100852,3741583,3842435,404826,,"2,62%","97,38%",,"2,37%","88,09%","90,47%","9,53%"
13.01,16878,0,"0,40%","1,82%","4,17%","1,61%",481,9876,10357,6521,4264139,101333,3751459,3852792,411347,,"2,63%","97,37%",,"2,38%","87,98%","90,35%","9,65%"
14.01,16047,0,"0,38%","34,83%","3,90%","0,36%",423,14154,14577,1470,4280186,101756,3765613,3867369,412817,,"2,63%","97,37%",,"2,38%","87,98%","90,36%","9,64%"
15.01,16896,0,"0,39%","55,01%","4,09%","0,50%",429,14400,14829,2067,4297082,102185,3780013,3882198,414884,,"2,63%","97,37%",,"2,38%","87,97%","90,34%","9,66%"
16.01,14667,0,"0,34%","32,06%","3,54%","1,03%",35,10364,10399,4268,4311749,102220,3790377,3892597,419152,,"2,63%","97,37%",,"2,37%","87,91%","90,28%","9,72%"
17.01,10445,0,"0,24%","34,17%","2,49%","0,18%",4,9674,9678,767,4322194,102224,3800051,3902275,419919,,"2,62%","97,38%",,"2,37%","87,92%","90,28%","9,72%"
18.01,19652,0,"0,45%","72,30%","4,68%","3,14%",377,6088,6465,13187,4341846,102601,3806139,3908740,433106,,"2,62%","97,38%",,"2,36%","87,66%","90,02%","9,98%"
19.01,30586,0,"0,70%","89,12%","7,06%","6,53%",375,1950,2325,28261,4372432,102976,3808089,3911065,461367,,"2,63%","97,37%",,"2,36%","87,09%","89,45%","10,55%"
20.01,32835,0,"0,75%","94,54%","7,12%","5,83%",315,5629,5944,26891,4405267,103291,3813718,3917009,488258,,"2,64%","97,36%",,"2,34%","86,57%","88,92%","11,08%"
21.01,36665,0,"0,83%","128,49%","7,51%","5,47%",247,9691,9938,26727,4441932,103538,3823409,3926947,514985,,"2,64%","97,36%",,"2,33%","86,08%","88,41%","11,59%"
22.01,40876,0,"0,92%","141,93%","7,94%","5,69%",193,11404,11597,29279,4482808,103731,3834813,3938544,544264,,"2,63%","97,37%",,"2,31%","85,54%","87,86%","12,14%"
23.01,34088,0,"0,76%","132,41%","6,26%","3,87%",25,12992,13017,21071,4516896,103756,3847805,3951561,565335,,"2,63%","97,37%",,"2,30%","85,19%","87,48%","12,52%"
24.01,29100,0,"0,64%","178,60%","5,15%","2,65%",2,14103,14105,14995,4545996,103758,3861908,3965666,580330,,"2,62%","97,38%",,"2,28%","84,95%","87,23%","12,77%"
25.01,36995,0,"0,81%","88,25%","6,37%","5,47%",252,5006,5258,31737,4582991,104010,3866914,3970924,612067,,"2,62%","97,38%",,"2,27%","84,38%","86,64%","13,36%"
26.01,53420,0,"1,17%","74,66%","8,73%","8,40%",276,1741,2017,51403,4636411,104286,3868655,3972941,663470,,"2,62%","97,38%",,"2,25%","83,44%","85,69%","14,31%"
27.01,57659,0,"1,24%","75,60%","8,69%","6,80%",253,12269,12522,45137,4694070,104539,3880924,3985463,708607,,"2,62%","97,38%",,"2,23%","82,68%","84,90%","15,10%"
28.01,57262,0,"1,22%","56,18%","8,08%","4,54%",271,24852,25123,32139,4751332,104810,3905776,4010586,740746,,"2,61%","97,39%",,"2,21%","82,20%","84,41%","15,59%"
29.01,51695,0,"1,09%","26,47%","6,98%","2,87%",191,30243,30434,21261,4803027,105001,3936019,4041020,762007,,"2,60%","97,40%",,"2,19%","81,95%","84,13%","15,87%"
30.01,48251,0,"1,00%","41,55%","6,33%","1,48%",23,36950,36973,11278,4851278,105024,3972969,4077993,773285,,"2,58%","97,42%",,"2,16%","81,90%","84,06%","15,94%"
31.01,33480,0,"0,69%","15,05%","4,33%","-0,91%",33,40461,40494,-7 014,4884758,105057,4013430,4118487,766271,,"2,55%","97,45%",,"2,15%","82,16%","84,31%","15,69%"
01.02,39114,0,"0,80%","5,73%","5,10%","1,21%",239,29602,29841,9273,4923872,105296,4043032,4148328,775544,,"2,54%","97,46%",,"2,14%","82,11%","84,25%","15,75%"
02.02,56051,0,"1,14%","4,93%","7,23%","4,33%",318,22127,22445,33606,4979923,105614,4065159,4170773,809150,,"2,53%","97,47%",,"2,12%","81,63%","83,75%","16,25%"
03.02,54477,0,"1,09%","-5,52%","6,73%","2,51%",307,33854,34161,20316,5034400,105921,4099013,4204934,829466,,"2,52%","97,48%",,"2,10%","81,42%","83,52%","16,48%"
04.02,47534,0,"0,94%","-16,99%","5,73%","-0,77%",246,53712,53958,-6 424,5081934,106167,4152725,4258892,823042,,"2,49%","97,51%",,"2,09%","81,72%","83,80%","16,20%"
05.02,45749,0,"0,90%","-11,50%","5,56%","-1,69%",272,59421,59693,-13 944,5127683,106439,4212146,4318585,809098,,"2,46%","97,54%",,"2,08%","82,15%","84,22%","15,78%"
06.02,34703,0,"0,68%","-28,08%","4,29%","-3,29%",19,61293,61312,-26 609,5162386,106458,4273439,4379897,782489,,"2,43%","97,57%",,"2,06%","82,78%","84,84%","15,16%"
07.02,24404,0,"0,47%","-27,11%","3,12%","-4,15%",10,56889,56899,-32 495,5186790,106468,4330328,4436796,749994,,"2,40%","97,60%",,"2,05%","83,49%","85,54%","14,46%"
08.02,35960,0,"0,69%","-8,06%","4,79%","-1,05%",286,43571,43857,-7 897,5222750,106754,4373899,4480653,742097,,"2,38%","97,62%",,"2,04%","83,75%","85,79%","14,21%"
09.02,46872,0,"0,90%","-16,38%","6,32%","1,84%",310,32881,33191,13681,5269622,107064,4406780,4513844,755778,,"2,37%","97,63%",,"2,03%","83,63%","85,66%","14,34%"
10.02,42095,0,"0,80%","-22,73%","5,57%","-0,37%",262,44623,44885,-2 790,5311717,107326,4451403,4558729,752988,,"2,35%","97,65%",,"2,02%","83,80%","85,82%","14,18%"
11.02,35777,0,"0,67%","-24,73%","4,75%","-2,77%",290,56326,56616,-20 839,5347494,107616,4507729,4615345,732149,,"2,33%","97,67%",,"2,01%","84,30%","86,31%","13,69%"
12.02,31331,0,"0,59%","-31,52%","4,28%","-3,28%",333,55030,55363,-24 032,5378825,107949,4562759,4670708,708117,,"2,31%","97,69%",,"2,01%","84,83%","86,84%","13,16%"
13.02,22070,0,"0,41%","-36,40%","3,12%","-3,81%",31,49001,49032,-26 962,5400895,107980,4611760,4719740,681155,,"2,29%","97,71%",,"2,00%","85,39%","87,39%","12,61%"
14.02,13473,0,"0,25%","-44,79%","1,98%","-5,09%",17,48114,48131,-34 658,5414368,107997,4659874,4767871,646497,,"2,27%","97,73%",,"1,99%","86,06%","88,06%","11,94%"
15.02,22267,0,"0,41%","-38,08%","3,44%","-1,76%",378,33237,33615,-11 348,5436635,108375,4693111,4801486,635149,,"2,26%","97,74%",,"1,99%","86,32%","88,32%","11,68%"
16.02,28859,0,"0,53%","-38,43%","4,54%","1,00%",372,22163,22535,6324,5465494,108747,4715274,4824021,641473,,"2,25%","97,75%",,"1,99%","86,27%","88,26%","11,74%"
17.02,29229,0,"0,53%","-30,56%","4,56%","-0,26%",316,30587,30903,-1 674,5494723,109063,4745861,4854924,639799,,"2,25%","97,75%",,"1,98%","86,37%","88,36%","11,64%"
18.02,23990,0,"0,44%","-32,95%","3,75%","-2,70%",304,40977,41281,-17 291,5518713,109367,4786838,4896205,622508,,"2,23%","97,77%",,"1,98%","86,74%","88,72%","11,28%"
19.02,20902,0,"0,38%","-33,29%","3,36%","-2,69%",283,37372,37655,-16 753,5539615,109650,4824210,4933860,605755,,"2,22%","97,78%",,"1,98%","87,09%","89,07%","10,93%"
20.02,13687,0,"0,25%","-37,98%","2,26%","-3,10%",25,32419,32444,-18 757,5553302,109675,4856629,4966304,586998,,"2,21%","97,79%",,"1,97%","87,45%","89,43%","10,57%"
21.02,9589,0,"0,17%","-28,83%","1,63%","-4,19%",16,34181,34197,-24 608,5562891,109691,4890810,5000501,562390,,"2,19%","97,81%",,"1,97%","87,92%","89,89%","10,11%"
22.02,18792,0,"0,34%","-15,61%","3,34%","-4,64%",330,44530,44860,-26 068,5581683,110021,4935340,5045361,536322,,"2,18%","97,82%",,"1,97%","88,42%","90,39%","9,61%"
23.02,20456,0,"0,37%","-29,12%","3,81%","-2,69%",360,34541,34901,-14 445,5602139,110381,4969881,5080262,521877,,"2,17%","97,83%",,"1,97%","88,71%","90,68%","9,32%"
24.02,18282,0,"0,33%","-37,45%","3,50%","-2,97%",341,33455,33796,-15 514,5620421,110722,5003336,5114058,506363,,"2,17%","97,83%",,"1,97%","89,02%","90,99%","9,01%"
25.02,16724,0,"0,30%","-30,29%","3,30%","-0,16%",198,17336,17534,-810,5637145,110920,5020672,5131592,505553,,"2,16%","97,84%",,"1,97%","89,06%","91,03%","8,97%"
26.02,13960,0,"0,25%","-33,21%","2,76%","0,57%",231,10865,11096,2 864,5651105,111151,5031537,5142688,508417,,"2,16%","97,84%",,"1,97%","89,04%","91,00%","9,00%"
27.02,8902,0,"0,16%","-34,96%","1,75%","0,25%",40,7572,7612,1 290,5660007,111191,5039109,5150300,509707,,"2,16%","97,84%",,"1,96%","89,03%","90,99%","9,01%"
28.02,6564,0,"0,12%","-31,55%","1,29%","-2,26%",1,18060,18061,-11 497,5666571,111192,5057169,5168361,498210,,"2,15%","97,85%",,"1,96%","89,25%","91,21%","8,79%"
01.03,12984,0,"0,23%","-30,91%","2,61%","-0,69%",269,16138,16407,-3 423,5679555,111461,5073307,5184768,494787,,"2,15%","97,85%",,"1,96%","89,33%","91,29%","8,71%"
02.03,14737,0,"0,26%","-27,96%","2,98%","0,13%",277,13819,14096,641,5694292,111738,5087126,5198864,495428,,"2,15%","97,85%",,"1,96%","89,34%","91,30%","8,70%"
03.03,14068,0,"0,25%","-23,05%","2,84%","0,29%",266,12389,12655,1 413,5708360,112004,5099515,5211519,496841,,"2,15%","97,85%",,"1,96%","89,33%","91,30%","8,70%"
04.03,12483,0,"0,22%","-25,36%","2,51%","0,36%",206,10502,10708,1 775,5720843,112210,5110017,5222227,498616,,"2,15%","97,85%",,"1,96%","89,32%","91,28%","8,72%"
05.03,12737,0,"0,22%","-8,76%","2,55%","1,33%",199,5901,6100,6 637,5733580,112409,5115918,5228327,505253,,"2,15%","97,85%",,"1,96%","89,23%","91,19%","8,81%"
06.03,7697,0,"0,13%","-13,54%","1,52%","0,59%",10,4715,4725,2 972,5741277,112419,5120633,5233052,508225,,"2,15%","97,85%",,"1,96%","89,19%","91,15%","8,85%"
07.03,5585,0,"0,10%","-14,91%","1,10%","-1,27%",6,12049,12055,-6 470,5746862,112425,5132682,5245107,501755,,"2,14%","97,86%",,"1,96%","89,31%","91,27%","8,73%"
08.03,13152,0,"0,23%","1,29%","2,62%","0,59%",217,9990,10207,2 945,5760014,112642,5142672,5255314,504700,,"2,14%","97,86%",,"1,96%","89,28%","91,24%","8,76%"
09.03,14415,0,"0,25%","-2,18%","2,86%","0,86%",234,9826,10060,4 355,5774429,112876,5152498,5265374,509055,,"2,14%","97,86%",,"1,95%","89,23%","91,18%","8,82%"
10.03,13438,0,"0,23%","-4,48%","2,64%","0,94%",184,8460,8644,4 794,5787867,113060,5160958,5274018,513849,,"2,14%","97,86%",,"1,95%","89,17%","91,12%","8,88%"
11.03,11637,0,"0,20%","-6,78%","2,26%","0,57%",121,8599,8720,2 917,5799504,113181,5169557,5282738,516766,,"2,14%","97,86%",,"1,95%","89,14%","91,09%","8,91%"
12.03,,0,"0,00%","-100,00%","0,00%","1000,37%",,-+ 5169557,-+ 5169557,5 169 557,5799504,113181,,113181,5686323,,"100,00%","0,00%",,"1,95%","0,00%","1,95%","98,05%"
